Order,Symbol,Name,EPS Rating,RS Rating,Industry Name,ROE,P/E,EPS Due Date,Sales % Chg Lst Qtr,EPS % Chg Last Qtr,EPS % Chg 1 Q Ago,EPS % Chg 2 Q Ago,Funds % Increase,Market Cap (mil),Comp Rating,A/D Rating,SMR Rating,Ind Group Rank,Ind Group RS
2349,RYTM,Rhythm Pharmaceuticals,16,93,Medical-Biomed/Biotech,-85.1,-,3/4/2025,48,-,-,-,1.7,3438.7,75,B+,D,34,A-
2350,RZLT,Rezolute,8,99,Medical-Biomed/Biotech,-57.7,-,11/7/2024,-,-,-,-,2.2,301.2,65,B+,-,34,A-
2351,RZLV,Rezolve AI,25,1,Computer Sftwr-Enterprse,-,-,-,-,-,-,-,-16.7,31.6,10,E,-,33,A-
2352,S,SentinelOne,75,84,Computer Sftwr-Security,-5,-,12/4/2024,33,-,-,-,11.7,8168.5,79,B,C,121,C
2353,SA,Seabridge Gold,67,87,Mining-Gold/Silver/Gems,-5.9,-,11/11/2024,-,364,-,-,0.7,1493.3,83,B,-,14,A+
2354,SABR,Sabre Corp.,48,41,Leisure-Travel Booking,-,-,2/18/2025,3,-,-,-,1.5,1281,43,C,-,17,A
2355,SACH,Sachem Capital,14,11,Finance-Mortgage REIT,7.3,28,11/11/2024,-7,-,-20,-,3.7,107.4,4,D-,B,149,D+
2356,SAFE,Safehold,89,35,Finance-Mortgage REIT,4.4,13,2/17/2025,6,12,20,5,8.2,1476.6,51,D,B,149,D+
2357,SAG,SAG Holdings,51,4,Auto/Truck-Replace Parts,74.4,20,-,3,-67,-67,75,-,31.5,34,A+,B,24,A
2358,SAGE,Sage Therapeutics,45,3,Medical-Biomed/Biotech,-49.5,-,2/19/2025,336,-,-,-,-9.6,362.6,26,D-,D,34,A-
2359,SAIA,Saia,87,81,Transportation-Truck,20.2,36,1/31/2025,9,-6,13,19,-4.5,13319.6,85,B,A,97,C+
2360,SAIC,Science Applications,62,81,Comml Svcs-Consulting,24.3,19,12/5/2024,2,0,-10,-30,-5.7,7373.5,73,B,C,92,B-
2361,SAN,Banco Santander ADR,95,77,Banks-Money Center,11.5,6,2/5/2025,7,22,24,13,0,81868.1,87,C-,A,98,C+
2362,SANA,Sana Biotechnology,39,6,Medical-Biomed/Biotech,-80.7,-,11/6/2024,-,-,-,-,-3.4,754.2,16,D-,-,34,A-
2363,SAND,Sandstorm Gold,81,86,Mining-Gold/Silver/Gems,2.9,70,11/7/2024,-17,200,-,-,1.9,1879.5,89,B,C,14,A+
2364,SANM,Sanmina,61,84,Elec-Contract Mfg,13.3,14,2/3/2025,-2,1,-19,-18,1.6,4065.7,81,B+,D,56,B+
2365,SAP,SAP ADR,72,88,Computer Sftwr-Enterprse,11.2,47,1/23/2025,15,11,57,8,3.1,275295.3,92,B-,B,33,A-
2366,SARO,StandardAero,81,16,Aerospace/Defense,-3,-,11/13/2024,12,-,-,-,-,9706.1,57,-,D,43,A-
2367,SASR,Sandy Spring Bancorp,23,91,Banks-Northeast,8.7,16,1/16/2025,-1,-35,-10,-58,-1.5,1507.1,74,B+,C,12,A+
2368,SATS,EchoStar,4,96,Telecom-Cable/Satl Eqp,3.3,-,11/6/2024,-9,-,-,-59,-1.9,6686,56,C+,E,15,A+
2369,SAVA,Cassava Sciences,64,20,Medical-Biomed/Biotech,-53.3,-,11/7/2024,-,-,-,-,2.9,1148.1,45,B,-,34,A-
2370,SAVE,Spirit Airlines,4,6,Transportation-Airline,-26.3,-,11/6/2024,-11,-,-,-,-9,273.8,6,C,E,29,A
2371,SB,Safe Bulkers,96,31,Transportation-Ship,9,6,11/6/2024,11,42,83,-14,2.5,460.2,50,D-,C,112,C+
2372,SBAC,SBA Communications,92,49,Finance-Property REIT,-,-,2/20/2025,-2,-1,2,5,0.8,24542.3,61,C+,-,67,B
2373,SBCF,Seacoast Banking of FL,31,65,Banks-Southeast,7.2,19,1/23/2025,-5,-10,-29,23,-0.8,2310.7,55,C+,C,30,A
2374,SBGI,Sinclair Cl A,38,82,Media-Radio/Tv,-56.3,-,11/6/2024,8,-,-87,-,-7.5,1110.9,48,C+,E,164,D
2375,SBH,Sally Beauty,34,86,Retail-Specialty,50,8,11/14/2024,1,-8,-15,-25,-3.4,1325.1,72,C+,B,18,A
2376,SBLK,Star Bulk Carriers,99,18,Transportation-Ship,9.9,7,11/12/2024,48,66,142,-19,-17.4,2231.8,55,D-,B,112,C+
2377,SBRA,Sabra Healthcare REIT,70,86,Finance-Property REIT,0.5,-,2/25/2025,10,9,6,3,3.6,4440.7,86,B,C,67,B
2378,SBS,SABESP ADR,80,46,Utility-Water Supply,12.6,14,11/14/2024,-6,39,9,100,5.5,10867.8,66,B,A,157,D
2379,SBSW,Sibanye-Stillwater ADR,4,51,Mining-Gold/Silver/Gems,2.2,-,11/6/2024,-6,-95,-95,-,-4.6,1167.4,49,A-,E,14,A+
2380,SBUX,Starbucks,53,76,Retail-Restaurants,-,29,2/4/2025,-3,-25,-7,-8,1.9,110022.4,60,A-,-,74,B
2381,SCCO,Southern Copper,96,86,Mining-Metal Ores,31.3,30,1/30/2025,17,43,69,-10,-1.8,89567.3,94,B,A,132,C-
2382,SCHL,Scholastic,35,8,Media-Books,3.2,19,12/19/2024,4,-,-23,-,-0.5,684,14,E,D,49,B+
2383,SCHW,Charles Schwab,56,67,Finance-Invest Bnk/Bkrs,15.9,24,1/15/2025,2,0,-3,-20,-3.5,130367.1,84,A,B,10,A+
2384,SCI,Service Corp Intl,60,84,Funeral Svcs & Rel,32.9,25,2/17/2025,1,1,-5,-4,1.6,12108.3,73,C,A,103,C+
2385,SCPH,scPharmaceuticals,10,14,Medical-Biomed/Biotech,-100,-,11/6/2024,391,-,-,-,0,203.6,25,C,D,34,A-
2386,SCS,Steelcase,74,31,Hsehold/Office Furniture,13,11,12/17/2024,0,26,78,21,1.2,1404.1,46,D,C,114,C
2387,SCSC,ScanSource,52,62,Wholesale-Electronics,8.5,14,11/7/2024,-21,5,-28,-20,0.3,1071.6,50,C+,D,83,B-
2388,SCVL,Shoe Carnival,90,67,Retail-Apparel/Shoes/Acc,13.3,12,11/13/2024,13,17,7,-25,0,968.4,69,D,B,110,C+
2389,SD,SandRidge Energy,30,17,Oil&Gas-U S Expl&Prod,14.4,10,11/6/2024,-22,-55,-67,-66,2,421.6,17,D,C,134,C-
2390,SDA,SunCar Tech Cl A,7,88,Leisure-Services,-,-,-,27,-,-,-,20,1050.7,61,A-,-,32,A
2391,SDGR,Schrodinger,13,11,Medical-Research Eqp/Svc,-31.7,-,11/12/2024,34,-,-,-,-2.7,1302.3,8,D+,D,145,D+
2392,SDIG,Stronghold Dig Mining,73,91,Financial Svcs-Specialty,-142.3,-,11/13/2024,5,-,-,-,18.2,73.3,70,C,E,13,A+
2393,SDRL,Seadrill,54,16,Oil&Gas-Drilling,12.8,6,11/12/2024,-9,201,-2,-,-19.9,2720.9,34,B,A,194,E
2394,SE,Sea ADR,5,97,Retail-Internet,2.5,-,11/12/2024,23,-76,-,-,2.1,54760.2,80,A-,C,61,B+
2395,SEAT,Vivid Seats,5,11,Leisure-Travel Booking,-,-,11/7/2024,20,-,-80,-,-6.5,834.4,14,C-,-,17,A
2396,SEDG,SolarEdge Technologies,4,3,Energy-Solar,10.8,-,11/6/2024,-73,-,-,-,-7.2,1081.2,1,C,D,161,D
2397,SEE,Sealed Air,64,46,Containers/Packaging,103.3,11,11/7/2024,-3,4,5,-11,-1.3,5303.9,56,B-,B,100,C+
2398,SEER,Seer Cl A,31,62,Medical-Biomed/Biotech,-20.5,-,11/6/2024,-23,-,-,-,-20.3,124.7,58,A,E,34,A-
2399,SEI,Solaris Energy Infr,10,93,Chemicals-Specialty,17.8,27,2/25/2025,8,-58,-48,-33,-3,616.9,59,B,C,79,B
2400,SEIC,SEI Investments,89,81,Finance-Investment Mgmt,22.6,19,1/22/2025,13,37,18,25,-0.7,9897.6,96,B+,A,36,A-
2401,SEM,Select Medical Holdings,59,87,Medical-Hospitals,21,16,2/20/2025,6,9,-2,43,4.5,4817.4,77,B,B,78,B
2402,SEMR,SEMrush Holdings,30,70,Comp Sftwr-Spec Enterprs,7.8,83,11/7/2024,22,-50,-,-,4.3,1946.2,66,B-,B,86,B-
2403,SEPN,Septerna,6,65,Medical-Biomed/Biotech,5.9,-,-,-,-,-,-,-,1000,55,-,C,34,A-
2404,SERV,Serve Robotics,2,98,Machinery-Mtl Hdlg/Autmn,-,-,11/7/2024,683,-,-,-,122.2,388.5,44,A,-,85,B-
2405,SF,Stifel Financial,92,91,Finance-Invest Bnk/Bkrs,10.7,17,1/22/2025,17,150,33,6,0.4,10527,99,B+,B,10,A+
2406,SFHG,Samfine Creation,24,99,Comml Svcs-Document Mgmt,-13.8,-,-,8,0,0,-,-,211.5,68,-,E,3,A+
2407,SFIX,Stitch Fix Cl A,8,74,Retail-Internet,-54.7,-,12/3/2024,-12,-,-,-,-0.8,456.6,44,A-,E,61,B+
2408,SFL,SFL,85,18,Oil&Gas-Transprt/Pipelne,8.6,11,11/6/2024,16,23,227,-34,-6.8,1560.5,55,E,B,66,B
2409,SFM,Sprouts Farmers Market,96,98,Retail-Super/Mini Mkts,26.7,39,2/20/2025,14,40,32,14,-1.8,13607.8,98,A-,A,87,B-
2410,SFNC,Simmons First Natl Cl A,30,87,Banks-Southeast,6.2,16,1/28/2025,-11,-5,-31,-14,1.3,2926.6,68,B,C,30,A
2411,SFTBY,SoftBank Group ADR,67,85,Telecom Svcs- Foreign,-1.8,187,11/12/2024,-2,-,-,-,6.3,87692.9,-,C,-,104,C+
2412,SG,Sweetgreen,42,99,Retail-Restaurants,-22.2,-,11/7/2024,21,-,-,-,2,4437.3,82,A-,C,74,B
2413,SGD,Safe & Green Development,3,3,Real Estate Dvlpmt/Ops,-207.3,-,-,-,-,-,-,0,3.3,11,B-,-,19,A
2414,SGHC,Super Group (SGHC),27,82,Leisure-Gaming/Equip,-2.2,419,11/6/2024,7,-,-,-,2.3,2101.1,65,A,C,126,C
2415,SGML,Sigma Lithium,58,46,Mining-Metal Ores,-17.6,625,11/14/2024,-,-,-,-,5.1,1477.6,42,B+,E,132,C-
2416,SGMO,Sangamo Therapeutics,26,99,Medical-Biomed/Biotech,-136.5,-,11/12/2024,-95,-,-,-,-34.7,449.8,71,A,E,34,A-
2417,SGMT,Sagimet Biosciences,34,95,Medical-Biomed/Biotech,-,-,11/11/2024,-,-,-,-,-32.6,178.2,61,A,-,34,A-
2418,SGRP,SPAR Group,69,97,Comml Svcs-Advertising,20.3,12,11/12/2024,-13,-67,20,450,35.3,56.7,82,B-,C,101,C+
2419,SGRY,Surgery Partners,30,35,Medical-Hospitals,6.4,32,11/12/2024,14,-25,25,63,0,3778.1,42,C-,C,78,B
2420,SHAK,Shake Shack Cl A,77,94,Retail-Restaurants,3.8,189,2/13/2025,15,47,50,-,-0.9,5385.2,95,B+,C,74,B
2421,SHC,Sotera Health,72,62,Medical-Services,53.4,21,3/4/2025,8,6,-5,0,0,4367.2,70,C+,A,140,C-
2422,SHECY,Shin-Etsu Chemical ADR,42,35,Chemicals-Specialty,27.8,45,-,17,8,-15,-25,0,153752.4,-,D-,-,79,B
2423,SHEL,Shell ADR,89,31,Oil&Gas-Integrated,15,8,1/30/2025,-7,3,32,-14,-2,219671.8,54,B,C,165,D
2424,SHEN,Shenandoah Telecom,3,10,Telecom Svcs-Wireless,0.6,-,11/7/2024,29,-,-,-,-3.1,788,26,B-,C,22,A
2425,SHIP,Seanergy Maritime Hldgs,78,82,Transportation-Ship,5.2,4,3/19/2025,81,-,328,-,-13.2,192.9,79,D+,B,112,C+
2426,SHLS,Shoals Technologies,55,10,Energy-Solar,26.6,13,11/12/2024,-17,-44,-53,-20,-7.7,1023.2,25,B,B,161,D
2427,SHO,Sunstone Hotel Investors,10,44,Finance-Property REIT,9.7,-,11/12/2024,-10,-15,-14,-27,-2.7,2114.8,36,C,C,67,B
2428,SHOO,Steven Madden,92,67,Apparel-Shoes & Rel Mfg,22,17,11/7/2024,18,21,30,39,-0.9,3297.5,72,D-,A,179,D-
2429,SHOP,Shopify Cl A,98,84,Computer Sftwr-Enterprse,10.9,77,11/12/2024,21,86,1900,386,-0.4,102629.3,98,B,A,33,A-
2430,SHW,Sherwin-Williams,80,82,Chemicals-Paints,78.4,34,1/23/2025,1,5,12,6,0.5,95253.3,83,B,A,113,C
2431,SHYF,Shyft Group,19,62,Trucks & Parts-Hvy Duty,7.2,51,2/20/2025,-4,-5,-36,-,7.2,471.5,32,C-,D,99,C+
2432,SIBN,SI-BONE,36,18,Medical-Systems/Equip,-32.4,-,11/12/2024,20,-,-,-,1.4,606.6,36,C+,D,46,A-
2433,SID,Companhia Siderurg ADR,15,17,Steel-Producers,1.8,108,11/12/2024,-15,-,-,333,0,2851.1,16,B-,D,170,D-
2434,SIDU,Sidus Space,63,8,Telecom-Cable/Satl Eqp,-242.5,-,11/14/2024,-32,-,-,-,0,9.6,29,B,E,15,A+
2435,SIFY,Sify Technologies ADR,37,15,Telecom Svcs- Foreign,0.2,-,1/23/2025,16,-,-,-83,-16.7,244.8,33,A-,C,104,C+
2436,SIG,Signet Jewelers,59,62,Retail/Whlsle-Jewelry,29.4,10,12/5/2024,-8,-19,-38,22,-3.2,4038.4,44,D+,C,193,E
2437,SIGA,SIGA Technologies,81,65,Medical-Biomed/Biotech,37.1,6,11/7/2024,271,-,-,-,2.8,516.7,84,B-,A,34,A-
2438,SIGI,Selective Insurance,29,26,Insurance-Prop/Cas/Titl,13.4,26,1/30/2025,15,-7,-,-8,-3,5608.9,45,B,B,82,B-
2439,SILA,Sila Realty Trust,72,59,Finance-Property REIT,3.2,-,11/12/2024,-3,-4,10,0,436.4,1396.9,76,B+,B,67,B
2440,SILV,SilverCrest Metals,25,92,Mining-Gold/Silver/Gems,34.4,141,11/12/2024,17,-75,28,500,1.7,1419.6,84,B+,B,14,A+
2441,SIMO,Silicon Motion Tech ADR,87,15,Computer-Data Storage,10.4,16,2/11/2025,23,46,153,94,-6.2,1802,40,E,A,183,E
2442,SINT,SiNtx Technologies,62,1,Medical-Products,-114.1,-,11/18/2024,69,-,-,-,0,2.2,26,C+,D,68,B
2443,SIRI,Sirius XM Holdings,11,9,Telecom Svcs-Cable/Satl,-,-,2/4/2025,-4,-,0,17,5.1,8934.6,8,B-,-,51,B+
2444,SITC,SITE Centers,99,21,Finance-Property REIT,12.5,-,2/13/2025,-38,-39,-7,-7,1.3,834.6,52,E,C,67,B
2445,SITE,SiteOne Landscape Supply,54,46,Retail/Whlsle-Bldg Prds,12.4,48,2/25/2025,6,-22,-3,-,-3.3,6666.5,51,B-,B,119,C
2446,SJM,JM Smucker,67,26,Food-Packaged,13.9,11,11/20/2024,18,10,1,12,-2.1,12384.6,48,C+,B,144,D+
2447,SKE,Skeena Resources,7,98,Mining-Gold/Silver/Gems,-83.3,-,-,-,-,-,-,32.5,853.7,66,B+,-,14,A+
2448,SKK,SKK Holdings,4,13,Bldg-Heavy Construction,10.3,249,-,-2,-,-,-33,-,77.8,19,A+,C,9,A+
2449,SKM,SK Telecom ADR,42,54,Telecom Svcs- Foreign,9.3,50,11/6/2024,-2,0,27,-13,0.8,43511.8,55,C+,C,104,C+
2450,SKT,Tanger,45,85,Finance-Property REIT,18.7,-,11/6/2024,17,13,13,11,-1.5,3662.2,86,B,A,67,B
2451,SKWD,Skyward Specialty Ins,96,87,Insurance-Prop/Cas/Titl,14.9,15,3/4/2025,26,9,90,88,5.6,1778.3,94,D,A,82,B-
2452,SKX,Skechers USA Cl A,88,54,Apparel-Shoes & Rel Mfg,14,16,1/30/2025,16,22,0,43,2.2,9606.7,69,D+,A,179,D-
2453,SKY,Champion Homes,87,86,Bldg-Mobile/Mfg & Rv,13.7,28,2/10/2025,33,13,2,-39,-0.2,5269.1,89,B,A,96,B-
2454,SKYE,Skye Bioscience,3,6,Medical-Biomed/Biotech,-,-,11/7/2024,-,-,-,-,56,162.3,12,B-,-,34,A-
2455,SKYT,SkyWater Technology,41,91,Elec-Semiconductor Mfg,-14.3,-,11/7/2024,34,-,-,-,1.5,458.2,62,B+,C,172,D-
2456,SKYW,Skywest,83,96,Transportation-Airline,1.5,18,1/30/2025,19,293,420,-,0.7,4179.9,99,B-,C,29,A
2457,SLAB,Silicon Laboratories,4,25,Elec-Semicondctor Fablss,4.1,-,1/29/2025,-18,-,-,-,-3.8,3372.9,11,D,E,76,B
2458,SLB,Schlumberger,93,15,Oil&Gas-Field Services,22.7,12,1/17/2025,10,14,18,19,-2,57262.8,46,E,A,163,D
2459,SLDB,Solid Biosciences,51,26,Medical-Biomed/Biotech,-56.8,-,11/7/2024,-,-,-,-,39.1,229.3,35,D,E,34,A-
2460,SLF,Sun Life Financial,71,76,Insurance-Life,16.7,15,2/12/2025,8,11,10,-1,-3.3,33414.2,75,B-,B,115,C
2461,SLG,SL Green Realty,56,96,Finance-Property REIT,-13.3,-,1/22/2025,9,-11,43,101,1.1,5117.5,74,B,E,67,B
2462,SLGN,Silgan Holdings,72,72,Containers/Packaging,20.6,16,2/4/2025,-3,4,6,-13,-0.4,5668.9,72,B,C,100,C+
2463,SLI,Standard Lithium,40,96,Mining-Metal Ores,64.1,3,11/8/2024,-,-,-,-,7.4,409.9,69,A+,-,132,C-
2464,SLM,SLM Corp,36,74,Finance-Consumer Loans,32.2,8,1/22/2025,-6,-,1,170,-3.5,4645.8,57,D+,B,81,B-
2465,SLNO,Soleno Therapeutics,41,93,Medical-Products,-43.2,-,11/6/2024,-,-,-,-,44,2191.9,67,B-,-,68,B
2466,SLQT,SelectQuote,28,76,Insurance-Brokers,-10.3,-,2/10/2025,26,-,-,-17,9.4,373.7,42,C+,C,102,C+
2467,SLRN,ACELYRIN,16,35,Medical-Biomed/Biotech,-137.9,-,11/6/2024,-,-,-,-,-7.7,598.8,35,B+,-,34,A-
2468,SLVM,Sylvamo,58,95,Containers/Packaging,35.2,15,11/12/2024,2,74,-57,-41,2.2,3603.6,76,B-,B,100,C+
2469,SM,SM Energy,89,41,Oil&Gas-U S Expl&Prod,21,6,2/19/2025,0,-6,45,6,-0.5,4702.6,59,D-,A,134,C-
2470,SMAR,Smartsheet,81,87,Computer Sftwr-Enterprse,21.4,44,12/6/2024,17,175,78,386,-1.4,7753.4,99,A-,A,33,A-
2471,SMCAY,SMC Corp. ADR,47,17,Machinery-Mtl Hdlg/Autmn,10.7,25,-,-9,-14,-28,-4,0,30127.6,-,A-,-,85,B-
2472,SMCI,Super Micro Computer,99,4,Computer-Hardware/Perip,36.1,13,2/4/2025,143,80,319,70,-3,16220.2,42,E,A,169,D-
2473,SMFG,Sumitomo Mitsui Finl ADR,90,80,Banks-Money Center,8.9,12,11/14/2024,0,35,325,4,8.8,89162.4,81,B-,B,98,C+
2474,SMG,Scotts Miracle-Gro,53,94,Chemicals-Agricultural,-,53,11/6/2024,7,97,-2,-,1.7,5311.1,78,A-,C,141,D+
2475,SMHI,SEACOR Marine,1,5,Transportation-Ship,-2.5,-,3/5/2025,-10,-,-,-,-2.4,185.4,2,E,D,112,C+
2476,SMMT,Summit Therapeutics,7,99,Medical-Biomed/Biotech,-78.5,-,3/13/2025,-,-,-,-,21.5,15036.6,56,B,E,34,A-
2477,SMPL,Simply Good Foods,92,26,Food-Confectionery,11.2,19,1/2/2025,17,11,14,25,-3.8,3491.7,59,B-,B,174,D-
2478,SMR,NuScale Power,4,99,Energy-Alternative/Other,-56.1,-,11/7/2024,-83,-,-,-,16.9,4689.6,67,A+,E,4,A+
2479,SMTC,Semtech,38,98,Elec-Semicondctor Fablss,4,362,11/27/2024,-10,-15,50,-,3.2,3538.7,75,B,C,76,B
2480,SMWB,Similarweb,64,92,Computer Sftwr-Database,-156.7,-,11/12/2024,13,-,-,-,7.7,693.5,90,A-,D,11,A+
2481,SN,SharkNinja,93,95,Hsehold-Appliances/Wares,27.2,24,2/13/2025,33,27,51,23,31.5,13142.9,96,B+,A,122,C
2482,SNA,Snap-On,75,81,Bldg-Hand Tools,21.2,17,2/6/2025,-1,4,0,7,-0.8,17546.8,80,C+,A,91,B-
2483,SNAP,Snap,81,51,Internet-Content,5.8,58,2/11/2025,15,300,-,200,-1.6,20445.1,71,B,C,60,B+
2484,SNBR,Sleep Number,19,67,Retail-Home Furnishings,-,-,2/19/2025,-10,-,-,-94,-4.1,317.2,28,B-,-,131,C-
2485,SNCY,Sun Country Airlines,51,81,Transportation-Airline,15.9,16,1/30/2025,0,-57,-85,-3,-1,772.4,83,A-,B,29,A
2486,SNDL,SNDL,61,87,Consumer Prod-Specialty,-6.1,-,4/29/2025,0,-,-,-,-5.1,629,49,A-,D,184,E
2487,SNDR,Schneider National,20,77,Transportation-Logistics,8.4,43,11/6/2024,-2,-53,-80,-75,5.4,5095.3,54,B,D,58,B+
2488,SNDX,Syndax Pharmaceuticals,8,35,Medical-Biomed/Biotech,-41,-,3/5/2025,-,-,-,-,-1.2,1675.5,38,B,-,34,A-
2489,SNN,Smith & Nephew ADR,64,20,Medical-Products,13.8,15,2/25/2025,3,9,9,9,3.8,11174.2,47,C-,B,68,B
2490,SNOW,Snowflake,18,12,Computer Sftwr-Enterprse,6.6,127,11/20/2024,29,-18,-7,150,-4.2,39050.8,34,B-,B,33,A-
2491,SNPS,Synopsys,98,35,Computer Sftwr-Design,28.5,40,12/4/2024,13,27,26,36,-2.1,80182.9,69,D,A,158,D
2492,SNV,Synovus Financial,81,91,Banks-Southeast,13.2,13,1/15/2025,3,46,0,-41,-0.2,7166.9,90,B+,C,30,A
2493,SNX,TD SYNNEX,86,65,Wholesale-Electronics,13,10,1/14/2025,5,3,12,2,0,10077.8,67,D,C,83,B-
2494,SNY,Sanofi ADR,84,57,Medical-Ethical Drugs,13.6,12,1/30/2025,18,18,-2,-18,9.7,132304.7,77,D,A,73,B
2495,SO,Southern,78,74,Utility-Electric Power,12.9,21,2/13/2025,4,1,39,30,1.1,97087.9,81,C,B,23,A
2496,SOBO,South Bow,12,35,Oil&Gas-Transprt/Pipelne,9.9,9,11/27/2024,8,-53,-13,-19,-,4921.5,32,-,B,66,B
2497,SOBR,SOBR Safe,22,1,Computer-Integrated Syst,-182.7,-,11/27/2024,25,-,-,-,-12.5,1.7,11,D-,D,37,A-
2498,SOC,Sable Offshore Cl A,1,97,Oil&Gas-Integrated,-25.8,-,11/27/2024,-,-,-,-,67.5,1468.1,42,B-,-,165,D
2499,SOFI,SoFi Technologies,81,96,Finance-Consumer Loans,-1,114,2/3/2025,30,-,-,-,6.9,12173.1,94,A,C,81,B-
2500,SOL,Emeren Group ADR,3,94,Energy-Solar,-2.8,-,11/14/2024,-11,-93,-,-,-4.5,134.8,46,B+,D,161,D
2501,SOLV,Solventum,45,74,Medical-Products,42.1,9,11/7/2024,0,-36,-5,-12,-17.5,12635.5,67,B,B,68,B
2502,SON,Sonoco Products,65,20,Containers/Packaging,23.2,10,2/13/2025,-2,2,-7,-20,-0.8,4938.4,38,D,C,100,C+
2503,SONO,Sonos,43,38,Consumer Prod-Electronic,22.5,21,11/13/2024,6,44,-,6,-4.2,1666.3,38,C+,C,77,B
2504,SONY,Sony Group ADR,61,46,Media-Diversified,13.4,17,11/8/2024,-9,0,18,5,-10,112687.9,60,B-,B,55,B+
2505,SOUN,SoundHound AI,39,97,Computer-Tech Services,-,-,11/12/2024,54,-,-,-,0.6,1926.4,50,C,-,95,B-
2506,SPAI,Safe Pro Group,3,3,Aerospace/Defense,-289.9,-,-,540,-,-,-,-,28.5,15,B,D,43,A-
2507,SPB,Spectrum Brands Holdings,72,65,Bldg-Constr Prds/Misc,3.6,19,11/15/2024,6,18,-,-,-3.7,2561.1,69,C-,C,105,C+
2508,SPCE,Virgin Galactic,51,6,Aerospace/Defense,-101.9,-,11/6/2024,126,-,-,-,-12.3,196,26,C+,D,43,A-
2509,SPG,Simon Property Group,43,82,Finance-Property REIT,74.1,-,2/10/2025,5,-11,1,30,1.7,56858.6,74,B-,B,67,B
2510,SPGI,S&P Global,91,62,Comml Svcs-Market Rsrch,11.4,32,2/6/2025,16,21,29,27,1.6,151957,83,D-,A,111,C+
2511,SPHL,Springview Holdings,81,49,Real Estate Dvlpmt/Ops,352.3,55,-,178,-,-,-,-,94.6,88,-,A,19,A
2512,SPHR,Sphere Entertainment,18,67,Leisure-Services,-9,-,11/6/2024,112,-,-,-,-6.1,1538,64,B,C,32,A
2513,SPIR,Spire Global,46,92,Aerospace/Defense,-47.1,-,11/6/2024,6,-,-,-,39.4,278.9,61,C,D,43,A-
2514,SPKKY,Spark New Zealand ADR,31,7,Telecom Svcs- Foreign,19.7,15,2/25/2025,-4,-27,-27,0,-,3284.1,-,D,-,104,C+
2515,SPNT,SiriusPoint,27,49,Insurance-Prop/Cas/Titl,15.5,8,2/20/2025,-20,-91,84,-35,-0.3,2091.3,43,C+,C,82,B-
2516,SPOT,Spotify Technology,81,94,Computer Sftwr-Edu/Media,-21.7,157,11/12/2024,18,-,-,-,4.7,75885.9,95,B-,C,5,A+
2517,SPR,Spirit AeroSystems Cl A,1,57,Aerospace/Defense,-,-,1/30/2025,2,-,-,-,-3.6,3817,37,C+,D,43,A-
2518,SPRY,ARS Pharmaceuticals,39,98,Medical-Biomed/Biotech,-21.6,-,11/7/2024,4900,-,-,-,6.4,1485.1,83,B,D,34,A-
2519,SPSC,SPS Commerce,96,19,Comp Sftwr-Spec Enterprs,17.8,51,2/6/2025,21,23,16,28,-0.2,6432,70,D+,A,86,B-
2520,SPT,Sprout Social Cl A,75,10,Computer Sftwr-Enterprse,5.3,138,11/7/2024,25,29,67,-33,-9.3,1569.7,54,C-,B,33,A-
2521,SPTN,SpartanNash,49,49,Retail-Super/Mini Mkts,9.8,11,11/7/2024,-4,-9,-17,25,3.1,736,49,B,D,87,B-
2522,SPWH,Sportsman's Warehouse,5,19,Retail-Leisure Products,-8.6,-,12/4/2024,-7,-,-,-,-15.2,100.7,6,B,E,162,D
2523,SPXC,SPX Technologies,95,89,Machinery-Gen Industrial,17.7,29,2/20/2025,8,31,34,34,2.4,7213.3,94,B-,A,84,B-
2524,SQ,Block,98,81,Finance-CrdtCard/PmtPr,6.4,26,11/7/2024,11,133,98,105,-2.1,44560.4,92,C+,B,69,B
2525,SQM,Sociedad Quimica ADR,41,26,Chemicals-Agricultural,43.1,396,11/20/2024,-37,-63,-,-82,-6.1,11316.9,19,D,C,141,D+
2526,SR,Spire,64,41,Utility-Gas Distribution,8,16,11/20/2024,-1,-,-7,-5,-0.8,3626.7,46,B-,D,135,C-
2527,SRAD,Sportradar Group,4,82,Leisure-Gaming/Equip,4.4,155,11/7/2024,26,-,-,-,15.9,3723,58,A-,C,126,C
2528,SRDX,Surmodics,27,57,Medical-Products,1.9,111,11/6/2024,-42,-,-,-,-0.8,537.3,36,E,D,68,B
2529,SRE,Sempra,67,65,Utility-Diversified,10.6,18,11/6/2024,-10,-5,-8,-3,0.1,52076.2,58,C,C,118,C
2530,SRG,Seritage Growth Prop A,27,7,Finance-Property REIT,-24.2,-,11/6/2024,-28,-,-,-96,-13.8,252.1,13,D,D,67,B
2531,SRI,Stoneridge,27,3,Auto/Truck-Original Eqp,-0.7,-,2/26/2025,-10,-,-,-,0,199.6,4,C,E,151,D+
2532,SRPT,Sarepta Therapeutics,81,41,Medical-Biomed/Biotech,-8.6,53,11/6/2024,39,-,-,-,0,11921.7,65,D-,C,34,A-
2533,SRRK,Scholar Rock Holding,9,99,Medical-Biomed/Biotech,-68.3,-,11/12/2024,-,-,-,-,0,2629.7,63,B-,E,34,A-
2534,SSB,South State,85,80,Banks-Southeast,9.9,14,1/23/2025,0,17,10,-18,-0.5,7451.5,88,B+,B,30,A
